id,order_id,timestamp,symbol,side,price,amount,cost,fee_cost,fee_currency,takerOrMaker,realized_pnl,dt
92053070,4202369669,1789272914436,SOLUSDT,SELL,101.61,7.3,741.753,0.2967012,USDT,taker,0.0,2026-09-13 04:15:14.436000+00:00
92053166,4202370193,1789272973575,SOLUSDT,BUY,101.91,7.3,743.943,0.2975772,USDT,taker,-2.19,2026-09-13 04:16:13.575000+00:00
160167988,3501103163,1789282446084,XRPUSDT,SELL,1.3615,732.2,996.8903,0.39875612,USDT,taker,-3.07524,2026-09-13 06:54:06.084000+00:00
326714245,16793613976,1789338623711,ETHUSDT,SELL,2479.7,0.116,287.6452,0.11505808,USDT,taker,-5.25416562,2026-09-13 22:30:23.711000+00:00
146617453,2343028799,1789388111283,DOGEUSDT,SELL,0.08415,11859.0,997.93485,0.39917394,USDT,taker,0.0,2026-09-14 12:15:11.283000+00:00
146626511,2343043272,1789389911879,DOGEUSDT,BUY,0.0841,11859.0,997.3419,0.39893676,USDT,taker,0.59295,2026-09-14 12:45:11.879000+00:00
92308063,4203530633,1789392648568,SOLUSDT,SELL,101.34,9.83,996.1722,0.19923444,USDT,maker,0.0,2026-09-14 13:30:48.568000+00:00
146651467,2343051895,1789393646144,DOGEUSDT,SELL,0.08409,11856.0,996.97104,0.1993942,USDT,maker,0.0,2026-09-14 13:47:26.144000+00:00
92322298,4203603941,1789398913683,SOLUSDT,BUY,101.73,9.83,1000.0059,0.40000236,USDT,taker,-3.8337,2026-09-14 15:15:13.683000+00:00
146713781,2343164503,1789403410277,DOGEUSDT,BUY,0.08426,11856.0,998.98656,0.39959462,USDT,taker,-2.01552,2026-09-14 16:30:10.277000+00:00
537988085,28586931394,1789498810285,BTCUSDT,SELL,75983.0,0.0131,995.3773,0.39815092,USDT,taker,0.0,2026-09-15 19:00:10.285000+00:00
537989343,28586934934,1789499157722,BTCUSDT,BUY,76798.0,0.0131,1006.0538,0.40242152,USDT,taker,-10.6765,2026-09-15 19:05:57.722000+00:00
92642112,4204971731,1789539313195,SOLUSDT,SELL,97.12,0.56,54.3872,0.02175488,USDT,taker,0.0,2026-09-16 06:15:13.195000+00:00
92642111,4204971731,1789539313195,SOLUSDT,SELL,97.16,0.1,9.716,0.0038864,USDT,taker,0.0,2026-09-16 06:15:13.195000+00:00
92642101,4204971731,1789539313195,SOLUSDT,SELL,97.17,3.93,381.8781,0.15275124,USDT,taker,0.0,2026-09-16 06:15:13.195000+00:00
92642102,4204971731,1789539313195,SOLUSDT,SELL,97.17,4.53,440.1801,0.17607204,USDT,taker,0.0,2026-09-16 06:15:13.195000+00:00
92642104,4204971731,1789539313195,SOLUSDT,SELL,97.17,0.06,5.8302,0.00233207,USDT,taker,0.0,2026-09-16 06:15:13.195000+00:00
92642103,4204971731,1789539313195,SOLUSDT,SELL,97.17,0.06,5.8302,0.00233207,USDT,taker,0.0,2026-09-16 06:15:13.195000+00:00
92642106,4204971731,1789539313195,SOLUSDT,SELL,97.16,0.07,6.8012,0.00272048,USDT,taker,0.0,2026-09-16 06:15:13.195000+00:00
92642107,4204971731,1789539313195,SOLUSDT,SELL,97.16,0.1,9.716,0.0038864,USDT,taker,0.0,2026-09-16 06:15:13.195000+00:00
92642108,4204971731,1789539313195,SOLUSDT,SELL,97.16,0.06,5.8296,0.00233184,USDT,taker,0.0,2026-09-16 06:15:13.195000+00:00
92642109,4204971731,1789539313195,SOLUSDT,SELL,97.16,0.09,8.7444,0.00349776,USDT,taker,0.0,2026-09-16 06:15:13.195000+00:00
92642110,4204971731,1789539313195,SOLUSDT,SELL,97.16,0.06,5.8296,0.00233184,USDT,taker,0.0,2026-09-16 06:15:13.195000+00:00
92642105,4204971731,1789539313195,SOLUSDT,SELL,97.17,0.1,9.717,0.0038868,USDT,taker,0.0,2026-09-16 06:15:13.195000+00:00
92642113,4204971731,1789539315099,SOLUSDT,SELL,97.09,0.1,9.709,0.0019418,USDT,maker,0.0,2026-09-16 06:15:15.099000+00:00
92642114,4204971731,1789539315103,SOLUSDT,SELL,97.09,0.14,13.5926,0.00271852,USDT,maker,0.0,2026-09-16 06:15:15.103000+00:00
92642115,4204971731,1789539315341,SOLUSDT,SELL,97.09,0.11,10.6799,0.00213598,USDT,maker,0.0,2026-09-16 06:15:15.341000+00:00
92642116,4204971731,1789539316573,SOLUSDT,SELL,97.09,0.16,15.5344,0.00310688,USDT,maker,0.0,2026-09-16 06:15:16.573000+00:00
92643748,4204979586,1789540212557,SOLUSDT,BUY,97.26,0.06,5.8356,0.00233424,USDT,taker,-0.00583167,2026-09-16 06:30:12.557000+00:00
92643746,4204979586,1789540212557,SOLUSDT,BUY,97.26,0.03,2.9178,0.00116712,USDT,taker,-0.00291583,2026-09-16 06:30:12.557000+00:00
92643749,4204979586,1789540212557,SOLUSDT,BUY,97.27,8.27,804.4229,0.32176916,USDT,taker,-0.88649872,2026-09-16 06:30:12.557000+00:00
92643747,4204979586,1789540212557,SOLUSDT,BUY,97.26,1.87,181.8762,0.07275048,USDT,taker,-0.18175376,2026-09-16 06:30:12.557000+00:00
92645404,4204989028,1789541117164,SOLUSDT,SELL,96.99,0.1,9.699,0.0019398,USDT,maker,0.0,2026-09-16 06:45:17.164000+00:00
92645405,4204989028,1789541117262,SOLUSDT,SELL,96.99,0.06,5.8194,0.00116388,USDT,maker,0.0,2026-09-16 06:45:17.262000+00:00
92645407,4204989028,1789541119555,SOLUSDT,SELL,96.99,0.1,9.699,0.0019398,USDT,maker,0.0,2026-09-16 06:45:19.555000+00:00
92645408,4204989028,1789541119661,SOLUSDT,SELL,96.99,0.08,7.7592,0.00155184,USDT,maker,0.0,2026-09-16 06:45:19.661000+00:00
92645409,4204989028,1789541119731,SOLUSDT,SELL,96.99,0.06,5.8194,0.00116388,USDT,maker,0.0,2026-09-16 06:45:19.731000+00:00
92645410,4204989028,1789541119848,SOLUSDT,SELL,96.99,0.13,12.6087,0.00252174,USDT,maker,0.0,2026-09-16 06:45:19.848000+00:00
92645411,4204989028,1789541122220,SOLUSDT,SELL,96.99,9.7,940.803,0.1881606,USDT,maker,0.0,2026-09-16 06:45:22.220000+00:00
92647264,4204998430,1789542008063,SOLUSDT,BUY,97.3,10.23,995.379,0.3981516,USDT,taker,-3.1713,2026-09-16 07:00:08.063000+00:00
147468349,2344354132,1789542009831,DOGEUSDT,SELL,0.0802,12407.0,995.0414,0.39801656,USDT,taker,0.0,2026-09-16 07:00:09.831000+00:00
327687132,16795929781,1789542013422,ETHUSDT,SELL,2404.85,0.551,1325.07235,0.53002894,USDT,taker,0.0,2026-09-16 07:00:13.422000+00:00
327687497,16795930501,1789542079035,ETHUSDT,BUY,2406.64,0.551,1326.05864,0.53042345,USDT,taker,-0.98629,2026-09-16 07:01:19.035000+00:00
147469680,2344356032,1789542212405,DOGEUSDT,BUY,0.08034,12407.0,996.77838,0.39871135,USDT,taker,-1.73698,2026-09-16 07:03:32.405000+00:00
147474728,2344363137,1789542910532,DOGEUSDT,SELL,0.07999,12392.0,991.23608,0.39649443,USDT,taker,0.0,2026-09-16 07:15:10.532000+00:00
327700031,16795949910,1789544391313,ETHUSDT,SELL,2399.81,0.413,991.12153,0.1982243,USDT,maker,0.0,2026-09-16 07:39:51.313000+00:00
538153766,28587494550,1789545920265,BTCUSDT,SELL,75773.1,0.013,985.0503,0.19701006,USDT,maker,0.0,2026-09-16 08:05:20.265000+00:00
327731093,16796019059,1789551911855,ETHUSDT,BUY,2403.39,0.413,992.60007,0.39704002,USDT,taker,-1.47854,2026-09-16 09:45:11.855000+00:00
538178970,28587587462,1789552951978,BTCUSDT,BUY,75996.2,0.013,987.9506,0.39518024,USDT,taker,-2.9003,2026-09-16 10:02:31.978000+00:00
147545150,2344481852,1789557309205,DOGEUSDT,BUY,0.07989,12392.0,989.99688,0.39599875,USDT,taker,1.2392,2026-09-16 11:15:09.205000+00:00
147583931,2344537422,1789563610650,DOGEUSDT,SELL,0.07931,12487.0,990.34397,0.39613758,USDT,taker,0.0,2026-09-16 13:00:10.650000+00:00
538229040,28587755482,1789566310245,BTCUSDT,SELL,75754.3,0.013,984.8059,0.39392236,USDT,taker,0.0,2026-09-16 13:45:10.245000+00:00
327800296,16796156249,1789566315084,ETHUSDT,SELL,2398.2,0.084,201.4488,0.08057952,USDT,taker,0.0,2026-09-16 13:45:15.084000+00:00
327800298,16796156249,1789566316585,ETHUSDT,SELL,2398.16,0.258,618.72528,0.12374505,USDT,maker,0.0,2026-09-16 13:45:16.585000+00:00
327800306,16796156249,1789566324380,ETHUSDT,SELL,2398.16,0.071,170.26936,0.03405387,USDT,maker,0.0,2026-09-16 13:45:24.380000+00:00
327804253,16796164575,1789567212379,ETHUSDT,BUY,2393.11,0.413,988.35443,0.39534177,USDT,taker,2.08901,2026-09-16 14:00:12.379000+00:00
147704022,2344710762,1789581968011,DOGEUSDT,BUY,0.07998,12487.0,998.71026,0.3994841,USDT,taker,-8.36629,2026-09-16 18:06:08.011000+00:00
538290512,28587951299,1789582237654,BTCUSDT,BUY,76100.0,0.013,989.3,0.39572,USDT,taker,-4.4941,2026-09-16 18:10:37.654000+00:00
538318535,28588035380,1789587909416,BTCUSDT,SELL,75847.0,0.013,986.011,0.3944044,USDT,taker,0.0,2026-09-16 19:45:09.416000+00:00
538319064,28588036646,1789588003979,BTCUSDT,BUY,75982.4,0.013,987.7712,0.39510848,USDT,taker,-1.7602,2026-09-16 19:46:43.979000+00:00
538357872,28588156816,1789598708992,BTCUSDT,SELL,75726.1,0.011,832.9871,0.33319484,USDT,taker,0.0,2026-09-16 22:45:08.992000+00:00
538357871,28588156816,1789598708992,BTCUSDT,SELL,75726.1,0.002,151.4522,0.06058088,USDT,taker,0.0,2026-09-16 22:45:08.992000+00:00
92786059,4205565796,1789599618018,SOLUSDT,SELL,97.45,10.13,987.1685,0.3948674,USDT,taker,0.0,2026-09-16 23:00:18.018000+00:00
327968795,16796466236,1789600166093,ETHUSDT,SELL,2396.72,0.412,987.44864,0.19748972,USDT,maker,0.0,2026-09-16 23:09:26.093000+00:00
92788047,4205574251,1789600512516,SOLUSDT,BUY,97.7,10.13,989.701,0.3958804,USDT,taker,-2.5325,2026-09-16 23:15:12.516000+00:00
92788065,4205574294,1789600517466,SOLUSDT,SELL,97.51,1.06,103.3606,0.04134423,USDT,taker,0.0,2026-09-16 23:15:17.466000+00:00
92788063,4205574294,1789600517466,SOLUSDT,SELL,97.66,4.09,399.4294,0.15977176,USDT,taker,0.0,2026-09-16 23:15:17.466000+00:00
92788062,4205574294,1789600517466,SOLUSDT,SELL,97.69,4.21,411.2749,0.16450996,USDT,taker,0.0,2026-09-16 23:15:17.466000+00:00
92788061,4205574294,1789600517466,SOLUSDT,SELL,97.69,0.65,63.4985,0.0253994,USDT,taker,0.0,2026-09-16 23:15:17.466000+00:00
92788064,4205574294,1789600517466,SOLUSDT,SELL,97.6,0.11,10.736,0.0042944,USDT,taker,0.0,2026-09-16 23:15:17.466000+00:00
327972765,16796477531,1789600856842,ETHUSDT,BUY,2409.49,0.412,992.70988,0.39708395,USDT,taker,-5.26124,2026-09-16 23:20:56.842000+00:00
92789152,4205579214,1789601006610,SOLUSDT,BUY,98.35,10.12,995.302,0.3981208,USDT,taker,-7.0026,2026-09-16 23:23:26.610000+00:00
538368486,28588189338,1789602011447,BTCUSDT,BUY,76093.1,0.013,989.2103,0.39568412,USDT,taker,-4.771,2026-09-16 23:40:11.447000+00:00
161865222,3503804021,1789623920827,XRPUSDT,SELL,1.2948,4.2,5.43816,0.00108763,USDT,maker,0.0,2026-09-17 05:45:20.827000+00:00
161865223,3503804021,1789623920900,XRPUSDT,SELL,1.2948,4.6,5.95608,0.00119121,USDT,maker,0.0,2026-09-17 05:45:20.900000+00:00
161865224,3503804021,1789623921283,XRPUSDT,SELL,1.2948,4.2,5.43816,0.00108763,USDT,maker,0.0,2026-09-17 05:45:21.283000+00:00
161865225,3503804021,1789623921414,XRPUSDT,SELL,1.2948,4.7,6.08556,0.00121711,USDT,maker,0.0,2026-09-17 05:45:21.414000+00:00
161865226,3503804021,1789623921662,XRPUSDT,SELL,1.2948,741.2,959.70576,0.19194115,USDT,maker,0.0,2026-09-17 05:45:21.662000+00:00
161884293,3503832804,1789627512801,XRPUSDT,BUY,1.3017,758.9,987.86013,0.39514405,USDT,taker,-5.23641,2026-09-17 06:45:12.801000+00:00
538502791,28588592229,1789641920189,BTCUSDT,SELL,76329.3,0.0014,106.86102,0.0213722,USDT,maker,0.0,2026-09-17 10:45:20.189000+00:00
538502837,28588592229,1789641922999,BTCUSDT,SELL,76329.3,0.0114,870.15402,0.1740308,USDT,maker,0.0,2026-09-17 10:45:22.999000+00:00
538522441,28588647622,1789647135063,BTCUSDT,BUY,76598.8,0.0128,980.46464,0.39218585,USDT,taker,-3.4496,2026-09-17 12:12:15.063000+00:00
538568871,28588779785,1789659015515,BTCUSDT,SELL,76414.4,0.0128,978.10432,0.39124172,USDT,taker,0.0,2026-09-17 15:30:15.515000+00:00
538571502,28588786140,1789659639062,BTCUSDT,BUY,76677.6,0.0128,981.47328,0.39258931,USDT,taker,-3.36896,2026-09-17 15:40:39.062000+00:00
162089817,3504130640,1789668014344,XRPUSDT,SELL,1.2999,753.8,979.86462,0.39194584,USDT,taker,0.0,2026-09-17 18:00:14.344000+00:00
92956359,4206129876,1789677021733,SOLUSDT,BUY,101.29,0.09,9.1161,0.00182322,USDT,maker,0.0,2026-09-17 20:30:21.733000+00:00
92956360,4206129876,1789677021793,SOLUSDT,BUY,101.29,0.1,10.129,0.0020258,USDT,maker,0.0,2026-09-17 20:30:21.793000+00:00
92956361,4206129876,1789677024249,SOLUSDT,BUY,101.29,0.05,5.0645,0.0010129,USDT,maker,0.0,2026-09-17 20:30:24.249000+00:00
92956362,4206129876,1789677024536,SOLUSDT,BUY,101.29,0.09,9.1161,0.00182322,USDT,maker,0.0,2026-09-17 20:30:24.536000+00:00
92956363,4206129876,1789677024659,SOLUSDT,BUY,101.29,0.08,8.1032,0.00162064,USDT,maker,0.0,2026-09-17 20:30:24.659000+00:00
92956364,4206129876,1789677024889,SOLUSDT,BUY,101.29,0.11,11.1419,0.00222838,USDT,maker,0.0,2026-09-17 20:30:24.889000+00:00
92956365,4206129876,1789677026834,SOLUSDT,BUY,101.29,0.07,7.0903,0.00141806,USDT,maker,0.0,2026-09-17 20:30:26.834000+00:00
92956366,4206129876,1789677027164,SOLUSDT,BUY,101.29,0.06,6.0774,0.00121547,USDT,maker,0.0,2026-09-17 20:30:27.164000+00:00
92956367,4206129876,1789677027253,SOLUSDT,BUY,101.29,0.08,8.1032,0.00162064,USDT,maker,0.0,2026-09-17 20:30:27.253000+00:00
92956368,4206129876,1789677027299,SOLUSDT,BUY,101.29,0.05,5.0645,0.0010129,USDT,maker,0.0,2026-09-17 20:30:27.299000+00:00
92956369,4206129876,1789677029777,SOLUSDT,BUY,101.29,0.08,8.1032,0.00162064,USDT,maker,0.0,2026-09-17 20:30:29.777000+00:00
92956370,4206129876,1789677029878,SOLUSDT,BUY,101.29,0.06,6.0774,0.00121547,USDT,maker,0.0,2026-09-17 20:30:29.878000+00:00
92956371,4206129876,1789677029951,SOLUSDT,BUY,101.29,0.11,11.1419,0.00222838,USDT,maker,0.0,2026-09-17 20:30:29.951000+00:00
92956372,4206129876,1789677030013,SOLUSDT,BUY,101.29,0.09,9.1161,0.00182322,USDT,maker,0.0,2026-09-17 20:30:30.013000+00:00
92956373,4206129876,1789677031486,SOLUSDT,BUY,101.29,4.1,415.289,0.0830578,USDT,maker,0.0,2026-09-17 20:30:31.486000+00:00
92956374,4206129876,1789677032000,SOLUSDT,BUY,101.29,0.1,10.129,0.0020258,USDT,maker,0.0,2026-09-17 20:30:32+00:00
92956375,4206129876,1789677032044,SOLUSDT,BUY,101.29,0.09,9.1161,0.00182322,USDT,maker,0.0,2026-09-17 20:30:32.044000+00:00
92956376,4206129876,1789677032231,SOLUSDT,BUY,101.29,0.12,12.1548,0.00243095,USDT,maker,0.0,2026-09-17 20:30:32.231000+00:00
92956380,4206129876,1789677033004,SOLUSDT,BUY,101.29,0.1,10.129,0.0020258,USDT,maker,0.0,2026-09-17 20:30:33.004000+00:00
92956381,4206129876,1789677034685,SOLUSDT,BUY,101.29,0.05,5.0645,0.0010129,USDT,maker,0.0,2026-09-17 20:30:34.685000+00:00
92956382,4206129876,1789677034766,SOLUSDT,BUY,101.29,0.12,12.1548,0.00243095,USDT,maker,0.0,2026-09-17 20:30:34.766000+00:00
92956383,4206129876,1789677034822,SOLUSDT,BUY,101.29,0.09,9.1161,0.00182322,USDT,maker,0.0,2026-09-17 20:30:34.822000+00:00
92956384,4206129876,1789677035098,SOLUSDT,BUY,101.29,0.08,8.1032,0.00162064,USDT,maker,0.0,2026-09-17 20:30:35.098000+00:00
92956385,4206129876,1789677036894,SOLUSDT,BUY,101.29,0.05,5.0645,0.0010129,USDT,maker,0.0,2026-09-17 20:30:36.894000+00:00
92956386,4206129876,1789677036938,SOLUSDT,BUY,101.29,0.06,6.0774,0.00121547,USDT,maker,0.0,2026-09-17 20:30:36.938000+00:00
92956387,4206129876,1789677037043,SOLUSDT,BUY,101.29,0.09,9.1161,0.00182322,USDT,maker,0.0,2026-09-17 20:30:37.043000+00:00
92956388,4206129876,1789677037531,SOLUSDT,BUY,101.29,0.08,8.1032,0.00162064,USDT,maker,0.0,2026-09-17 20:30:37.531000+00:00
92956389,4206129876,1789677038870,SOLUSDT,BUY,101.29,0.05,5.0645,0.0010129,USDT,maker,0.0,2026-09-17 20:30:38.870000+00:00
92956390,4206129876,1789677038882,SOLUSDT,BUY,101.29,0.05,5.0645,0.0010129,USDT,maker,0.0,2026-09-17 20:30:38.882000+00:00
92956391,4206129876,1789677039027,SOLUSDT,BUY,101.29,0.1,10.129,0.0020258,USDT,maker,0.0,2026-09-17 20:30:39.027000+00:00
92956392,4206129876,1789677040536,SOLUSDT,BUY,101.29,0.08,8.1032,0.00162064,USDT,maker,0.0,2026-09-17 20:30:40.536000+00:00
92956393,4206129876,1789677040546,SOLUSDT,BUY,101.29,0.11,11.1419,0.00222838,USDT,maker,0.0,2026-09-17 20:30:40.546000+00:00
92956394,4206129876,1789677040759,SOLUSDT,BUY,101.29,0.1,10.129,0.0020258,USDT,maker,0.0,2026-09-17 20:30:40.759000+00:00
92956395,4206129876,1789677041093,SOLUSDT,BUY,101.29,0.09,9.1161,0.00182322,USDT,maker,0.0,2026-09-17 20:30:41.093000+00:00
92956396,4206129876,1789677042795,SOLUSDT,BUY,101.29,0.06,6.0774,0.00121547,USDT,maker,0.0,2026-09-17 20:30:42.795000+00:00
92956397,4206129876,1789677042963,SOLUSDT,BUY,101.29,0.08,8.1032,0.00162064,USDT,maker,0.0,2026-09-17 20:30:42.963000+00:00
92956398,4206129876,1789677043182,SOLUSDT,BUY,101.29,0.06,6.0774,0.00121547,USDT,maker,0.0,2026-09-17 20:30:43.182000+00:00
92956399,4206129876,1789677043489,SOLUSDT,BUY,101.29,0.09,9.1161,0.00182322,USDT,maker,0.0,2026-09-17 20:30:43.489000+00:00
92956400,4206129876,1789677043712,SOLUSDT,BUY,101.29,0.1,10.129,0.0020258,USDT,maker,0.0,2026-09-17 20:30:43.712000+00:00
92956401,4206129876,1789677045378,SOLUSDT,BUY,101.29,0.05,5.0645,0.0010129,USDT,maker,0.0,2026-09-17 20:30:45.378000+00:00
92956402,4206129876,1789677045587,SOLUSDT,BUY,101.29,0.1,10.129,0.0020258,USDT,maker,0.0,2026-09-17 20:30:45.587000+00:00
92956403,4206129876,1789677045615,SOLUSDT,BUY,101.29,0.08,8.1032,0.00162064,USDT,maker,0.0,2026-09-17 20:30:45.615000+00:00
92956404,4206129876,1789677045690,SOLUSDT,BUY,101.29,0.07,7.0903,0.00141806,USDT,maker,0.0,2026-09-17 20:30:45.690000+00:00
92956406,4206129876,1789677048063,SOLUSDT,BUY,101.29,0.1,10.129,0.0020258,USDT,maker,0.0,2026-09-17 20:30:48.063000+00:00
92956407,4206129876,1789677048420,SOLUSDT,BUY,101.29,0.07,7.0903,0.00141806,USDT,maker,0.0,2026-09-17 20:30:48.420000+00:00
92956408,4206129876,1789677049198,SOLUSDT,BUY,101.29,0.07,7.0903,0.00141806,USDT,maker,0.0,2026-09-17 20:30:49.198000+00:00
92956409,4206129876,1789677050509,SOLUSDT,BUY,101.29,0.06,6.0774,0.00121547,USDT,maker,0.0,2026-09-17 20:30:50.509000+00:00
92956410,4206129876,1789677050609,SOLUSDT,BUY,101.29,0.14,14.1806,0.00283612,USDT,maker,0.0,2026-09-17 20:30:50.609000+00:00
92956411,4206129876,1789677050689,SOLUSDT,BUY,101.29,0.08,8.1032,0.00162064,USDT,maker,0.0,2026-09-17 20:30:50.689000+00:00
92956412,4206129876,1789677050693,SOLUSDT,BUY,101.29,0.11,11.1419,0.00222838,USDT,maker,0.0,2026-09-17 20:30:50.693000+00:00
92956413,4206129876,1789677053062,SOLUSDT,BUY,101.29,0.06,6.0774,0.00121547,USDT,maker,0.0,2026-09-17 20:30:53.062000+00:00
92956414,4206129876,1789677053087,SOLUSDT,BUY,101.29,0.1,10.129,0.0020258,USDT,maker,0.0,2026-09-17 20:30:53.087000+00:00
92956415,4206129876,1789677053296,SOLUSDT,BUY,101.29,0.09,9.1161,0.00182322,USDT,maker,0.0,2026-09-17 20:30:53.296000+00:00
92956416,4206129876,1789677053849,SOLUSDT,BUY,101.29,0.08,8.1032,0.00162064,USDT,maker,0.0,2026-09-17 20:30:53.849000+00:00
92956417,4206129876,1789677054646,SOLUSDT,BUY,101.29,0.07,7.0903,0.00141806,USDT,maker,0.0,2026-09-17 20:30:54.646000+00:00
92956418,4206129876,1789677055473,SOLUSDT,BUY,101.29,0.08,8.1032,0.00162064,USDT,maker,0.0,2026-09-17 20:30:55.473000+00:00
92956419,4206129876,1789677055714,SOLUSDT,BUY,101.29,0.06,6.0774,0.00121547,USDT,maker,0.0,2026-09-17 20:30:55.714000+00:00
92956420,4206129876,1789677055755,SOLUSDT,BUY,101.29,0.08,8.1032,0.00162064,USDT,maker,0.0,2026-09-17 20:30:55.755000+00:00
92956421,4206129876,1789677057860,SOLUSDT,BUY,101.29,0.09,9.1161,0.00182322,USDT,maker,0.0,2026-09-17 20:30:57.860000+00:00
92956422,4206129876,1789677057924,SOLUSDT,BUY,101.29,0.08,8.1032,0.00162064,USDT,maker,0.0,2026-09-17 20:30:57.924000+00:00
92956423,4206129876,1789677058682,SOLUSDT,BUY,101.29,0.09,9.1161,0.00182322,USDT,maker,0.0,2026-09-17 20:30:58.682000+00:00
92956424,4206129876,1789677060859,SOLUSDT,BUY,101.29,0.1,10.129,0.0020258,USDT,maker,0.0,2026-09-17 20:31:00.859000+00:00
92956425,4206129876,1789677060999,SOLUSDT,BUY,101.29,0.07,7.0903,0.00141806,USDT,maker,0.0,2026-09-17 20:31:00.999000+00:00
92956426,4206129876,1789677061054,SOLUSDT,BUY,101.29,0.05,5.0645,0.0010129,USDT,maker,0.0,2026-09-17 20:31:01.054000+00:00
92956427,4206129876,1789677061090,SOLUSDT,BUY,101.29,0.12,12.1548,0.00243095,USDT,maker,0.0,2026-09-17 20:31:01.090000+00:00
92956428,4206129876,1789677063730,SOLUSDT,BUY,101.29,0.05,5.0645,0.0010129,USDT,maker,0.0,2026-09-17 20:31:03.730000+00:00
92956429,4206129876,1789677063945,SOLUSDT,BUY,101.29,0.09,9.1161,0.00182322,USDT,maker,0.0,2026-09-17 20:31:03.945000+00:00
92956430,4206129876,1789677063956,SOLUSDT,BUY,101.29,0.07,7.0903,0.00141806,USDT,maker,0.0,2026-09-17 20:31:03.956000+00:00
92956431,4206129876,1789677064368,SOLUSDT,BUY,101.29,0.06,6.0774,0.00121547,USDT,maker,0.0,2026-09-17 20:31:04.368000+00:00
92956433,4206129876,1789677066691,SOLUSDT,BUY,101.29,0.03,3.0387,0.00060773,USDT,maker,0.0,2026-09-17 20:31:06.691000+00:00
92970593,4206174017,1789684213029,SOLUSDT,SELL,100.78,9.67,974.5426,0.38981704,USDT,taker,-4.9317,2026-09-17 22:30:13.029000+00:00
92972530,4206180100,1789685114680,SOLUSDT,BUY,101.4,9.65,978.51,0.391404,USDT,taker,0.0,2026-09-17 22:45:14.680000+00:00
148285462,2345620339,1789690510380,DOGEUSDT,BUY,0.0816,11969.0,976.6704,0.39066816,USDT,taker,0.0,2026-09-18 00:15:10.380000+00:00
148286836,2345622863,1789690933066,DOGEUSDT,SELL,0.08147,11969.0,975.11443,0.39004577,USDT,taker,-1.55597,2026-09-18 00:22:13.066000+00:00
162206315,3504310375,1789693213300,XRPUSDT,BUY,1.3001,753.8,980.01538,0.39200615,USDT,taker,-0.15076,2026-09-18 01:00:13.300000+00:00
92997083,4206257840,1789696269083,SOLUSDT,SELL,102.57,9.65,989.8005,0.3959202,USDT,taker,11.2905,2026-09-18 01:51:09.083000+00:00
93200674,4206951747,1789778714346,SOLUSDT,BUY,113.31,8.65,980.1315,0.1960263,USDT,maker,0.0,2026-09-19 00:45:14.346000+00:00
93208296,4206978323,1789781828084,SOLUSDT,SELL,112.96,8.65,977.104,0.3908416,USDT,taker,-3.0275,2026-09-19 01:37:08.084000+00:00
148843507,2346443269,1789785010311,DOGEUSDT,BUY,0.08825,11070.0,976.9275,0.390771,USDT,taker,0.0,2026-09-19 02:30:10.311000+00:00
148864832,2346475955,1789788639062,DOGEUSDT,SELL,0.08779,11070.0,971.8353,0.38873412,USDT,taker,-5.0922,2026-09-19 03:30:39.062000+00:00
