symbol,incomeType,income,asset,time,datetime_utc,info
SOLUSDT,COMMISSION,-0.00222838,USDT,1789677050000,2026-09-17T20:30:50+00:00,92956412
SOLUSDT,COMMISSION,-0.00121547,USDT,1789677053000,2026-09-17T20:30:53+00:00,92956413
SOLUSDT,COMMISSION,-0.0020258,USDT,1789677053000,2026-09-17T20:30:53+00:00,92956414
SOLUSDT,COMMISSION,-0.00182322,USDT,1789677053000,2026-09-17T20:30:53+00:00,92956415
SOLUSDT,COMMISSION,-0.00162064,USDT,1789677053000,2026-09-17T20:30:53+00:00,92956416
SOLUSDT,COMMISSION,-0.00141806,USDT,1789677054000,2026-09-17T20:30:54+00:00,92956417
SOLUSDT,COMMISSION,-0.00162064,USDT,1789677055000,2026-09-17T20:30:55+00:00,92956418
SOLUSDT,COMMISSION,-0.00121547,USDT,1789677055000,2026-09-17T20:30:55+00:00,92956419
SOLUSDT,COMMISSION,-0.00162064,USDT,1789677055000,2026-09-17T20:30:55+00:00,92956420
SOLUSDT,COMMISSION,-0.00182322,USDT,1789677057000,2026-09-17T20:30:57+00:00,92956421
SOLUSDT,COMMISSION,-0.00162064,USDT,1789677057000,2026-09-17T20:30:57+00:00,92956422
SOLUSDT,COMMISSION,-0.00182322,USDT,1789677058000,2026-09-17T20:30:58+00:00,92956423
SOLUSDT,COMMISSION,-0.0020258,USDT,1789677060000,2026-09-17T20:31:00+00:00,92956424
SOLUSDT,COMMISSION,-0.00141806,USDT,1789677060000,2026-09-17T20:31:00+00:00,92956425
SOLUSDT,COMMISSION,-0.0010129,USDT,1789677061000,2026-09-17T20:31:01+00:00,92956426
SOLUSDT,COMMISSION,-0.00243095,USDT,1789677061000,2026-09-17T20:31:01+00:00,92956427
SOLUSDT,COMMISSION,-0.0010129,USDT,1789677063000,2026-09-17T20:31:03+00:00,92956428
SOLUSDT,COMMISSION,-0.00182322,USDT,1789677063000,2026-09-17T20:31:03+00:00,92956429
SOLUSDT,COMMISSION,-0.00141806,USDT,1789677063000,2026-09-17T20:31:03+00:00,92956430
SOLUSDT,COMMISSION,-0.00121547,USDT,1789677064000,2026-09-17T20:31:04+00:00,92956431
SOLUSDT,COMMISSION,-0.00060773,USDT,1789677066000,2026-09-17T20:31:06+00:00,92956433
SOLUSDT,REALIZED_PNL,-4.9317,USDT,1789684213000,2026-09-17T22:30:13+00:00,92970593
SOLUSDT,COMMISSION,-0.38981704,USDT,1789684213000,2026-09-17T22:30:13+00:00,92970593
SOLUSDT,COMMISSION,-0.391404,USDT,1789685114000,2026-09-17T22:45:14+00:00,92972530
XRPUSDT,FUNDING_FEE,0.00154294,USDT,1789689600000,2026-09-18T00:00:00+00:00,FUNDING_FEE
SOLUSDT,FUNDING_FEE,-0.09803572,USDT,1789689600000,2026-09-18T00:00:00+00:00,FUNDING_FEE
DOGEUSDT,COMMISSION,-0.39066816,USDT,1789690510000,2026-09-18T00:15:10+00:00,148285462
DOGEUSDT,REALIZED_PNL,-1.55597,USDT,1789690933000,2026-09-18T00:22:13+00:00,148286836
DOGEUSDT,COMMISSION,-0.39004577,USDT,1789690933000,2026-09-18T00:22:13+00:00,148286836
XRPUSDT,REALIZED_PNL,-0.15076,USDT,1789693213000,2026-09-18T01:00:13+00:00,162206315
XRPUSDT,COMMISSION,-0.39200615,USDT,1789693213000,2026-09-18T01:00:13+00:00,162206315
SOLUSDT,REALIZED_PNL,11.2905,USDT,1789696269000,2026-09-18T01:51:09+00:00,92997083
SOLUSDT,COMMISSION,-0.3959202,USDT,1789696269000,2026-09-18T01:51:09+00:00,92997083
SOLUSDT,COMMISSION,-0.1960263,USDT,1789778714000,2026-09-19T00:45:14+00:00,93200674
SOLUSDT,REALIZED_PNL,-3.0275,USDT,1789781828000,2026-09-19T01:37:08+00:00,93208296
SOLUSDT,COMMISSION,-0.3908416,USDT,1789781828000,2026-09-19T01:37:08+00:00,93208296
DOGEUSDT,COMMISSION,-0.390771,USDT,1789785010000,2026-09-19T02:30:10+00:00,148843507
DOGEUSDT,REALIZED_PNL,-5.0922,USDT,1789788639000,2026-09-19T03:30:39+00:00,148864832
DOGEUSDT,COMMISSION,-0.38873412,USDT,1789788639000,2026-09-19T03:30:39+00:00,148864832
BTCUSDT,COMMISSION,-0.38953008,USDT,1789791309000,2026-09-19T04:15:09+00:00,539052740
BTCUSDT,FUNDING_FEE,0.09732359,USDT,1789804800000,2026-09-19T08:00:00+00:00,FUNDING_FEE
BTCUSDT,REALIZED_PNL,-0.36479999,USDT,1789805902000,2026-09-19T08:18:22+00:00,539100283
BTCUSDT,COMMISSION,-0.389676,USDT,1789805902000,2026-09-19T08:18:22+00:00,539100283
BTCUSDT,COMMISSION,-0.194928,USDT,1789806626000,2026-09-19T08:30:26+00:00,539102139
DOGEUSDT,COMMISSION,-0.19579104,USDT,1789814923000,2026-09-19T10:48:43+00:00,149013209
BTCUSDT,REALIZED_PNL,-0.1056,USDT,1789825508000,2026-09-19T13:45:08+00:00,539158341
BTCUSDT,COMMISSION,-0.38981376,USDT,1789825508000,2026-09-19T13:45:08+00:00,539158341
DOGEUSDT,REALIZED_PNL,18.5256,USDT,1789827498000,2026-09-19T14:18:18+00:00,149090486
DOGEUSDT,COMMISSION,-0.39899232,USDT,1789827498000,2026-09-19T14:18:18+00:00,149090486
ETHUSDT,COMMISSION,-0.39147623,USDT,1789829112000,2026-09-19T14:45:12+00:00,329035744
SOLUSDT,COMMISSION,-0.392019,USDT,1789831814000,2026-09-19T15:30:14+00:00,93320406
ETHUSDT,FUNDING_FEE,-0.07994586,USDT,1789833600000,2026-09-19T16:00:00+00:00,FUNDING_FEE
SOLUSDT,FUNDING_FEE,-0.09786686,USDT,1789833600000,2026-09-19T16:00:00+00:00,FUNDING_FEE
SOLUSDT,REALIZED_PNL,-1.4032,USDT,1789833613000,2026-09-19T16:00:13+00:00,93324339
SOLUSDT,COMMISSION,-0.39145772,USDT,1789833613000,2026-09-19T16:00:13+00:00,93324339
SOLUSDT,COMMISSION,-0.03981504,USDT,1789837212000,2026-09-19T17:00:12+00:00,93331432
SOLUSDT,COMMISSION,-0.35216676,USDT,1789837212000,2026-09-19T17:00:12+00:00,93331433
SOLUSDT,REALIZED_PNL,-3.1269,USDT,1789838909000,2026-09-19T17:28:29+00:00,93334795
SOLUSDT,COMMISSION,-0.39073104,USDT,1789838909000,2026-09-19T17:28:29+00:00,93334795
ETHUSDT,REALIZED_PNL,0.00371,USDT,1789844410000,2026-09-19T19:00:10+00:00,329107347
ETHUSDT,COMMISSION,-0.39147771,USDT,1789844410000,2026-09-19T19:00:10+00:00,329107347
SOLUSDT,COMMISSION,-0.00222159,USDT,1789865117000,2026-09-20T00:45:17+00:00,93391521
